API,Country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
INTL.4418-1-LBR-QBTU.A,        Liberia,0.003438428,0.003282242,0.003428912,0.0033664,0.00232812,0.002705773,0.00329049,0.003292404,0.003314004,0.003244352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000027639
INTL.4418-1-LBY-QBTU.A,        Libya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000058536,0.000058296,0.000066612,0.000076328,0.00007608,0.000074552,0.000073856,0.000073704
INTL.4418-1-LTU-QBTU.A,        Lithuania,--,--,--,--,--,--,--,--,--,--,--,--,0.003185336,0.004010201,0.004611252,0.003805128,0.00333982,0.002971983,0.004211361,0.004182434,0.003427536,0.003347892,0.003601242,0.00334125,0.004377402,0.004953439,0.005056445,0.007051674,0.0089249,0.011445363,0.013398288,0.014438784,0.015555524,0.019181633,0.018978026,0.019749372,0.024026818,0.024018291
INTL.4418-1-LUX-QBTU.A,        Luxembourg,0.00119462,0.001337984,0.001223118,0.0012098,0.00128412,0.001086488,0.001211736,0.001489917,0.001455684,0.001126656,0.001081808,0.001262756,0.001044542,0.001092754,0.001629928,0.00144368,0.00104434,0.001337903,0.00173349,0.00158503,0.002060602,0.002076933,0.001871832,0.001701,0.002283648,0.002389761,0.00277732,0.003004736,0.002778828,0.00259616,0.003014604,0.002982812,0.003463824,0.004045384,0.0042795,0.004594267,0.004809872,0.006200349
INTL.4418-1-MAC-QBTU.A,        Macau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4418-1-MDG-QBTU.A,        Madagascar,0.001516648,0.001588856,0.002362604,0.0025774,0.00263088,0.002663985,0.002778636,0.002979834,0.0030972,0.003275648,0.003515876,0.003464752,0.003536964,0.003546296,0.003579652,0.003805128,0.00435314,0.00459585,0.0050985,0.00526639,0.00550854,0.005455824,0.005442555,0.0061155,0.006350144,0.006409359,0.006258889,0.007037408,0.006818968,0.00716384,0.00687798,0.006713756,0.007194096,0.007747292,0.00838782,0.007716132,0.008871952,0.008429895
INTL.4418-1-MWI-QBTU.A,        Malawi,0.004030544,0.003961687,0.00436392,0.004920459,0.005104972,0.005170189,0.005545775,0.006073901,0.006073224,0.006164611,0.007510293,0.008014047,0.008203468,0.008208338,0.008626375,0.008839683,0.009008452,0.009234607,0.010536164,0.010097511,0.011073872,0.011461071,0.011847146,0.012167099,0.013241548,0.013758749,0.013978076,0.014216307,0.015731592,0.015375198,0.017791206,0.018276657,0.018624583,0.018594653,0.019477055,0.019253346,0.019478742,0.017615256
INTL.4418-1-MYS-QBTU.A,        Malaysia,0.014522424,0.016494834,0.01348566,0.01771568,0.03546468,0.039447872,0.042118272,0.050646759,0.057886668,0.054069056,0.041067096,0.045532268,0.044636072,0.049720307,0.066620728,0.063480672,0.05306488,0.039126003,0.048976191,0.07613257,0.07487534,0.065831543,0.053387904,0.057641625,0.057782304,0.051384861,0.0653759,0.068591222,0.081745685,0.087025865,0.076839733,0.090657315,0.102787573,0.129377525,0.142719396,0.153145307,0.207009215,0.253154814
INTL.4418-1-MDV-QBTU.A,        Maldives,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000019768,0.000019708,0.00001952,2.04876E-05,2.13752E-05,0.000019032,0.000019082,0.00001902,0.000018638,0.000018464,0.000018426
INTL.4418-1-MLI-QBTU.A,        Mali,0.000862204,0.000857146,0.00109767,0.00128344,0.00138852,0.001389451,0.001650468,0.00166704,0.001713784,0.001752576,0.001882762,0.001899352,0.002151136,0.002247362,0.00226952,0.002299576,0.0021714,0.002318351,0.00234531,0.00235198,0.002376833,0.002417922,0.002400828,0.00236925,0.002483968,0.004469553,0.004751201,0.004655364,0.005636488,0.00655872,0.007248708,0.0075299,0.007926828,0.00963641,0.00996648,0.010083158,0.010810672,0.011083239
INTL.4418-1-MLT-QBTU.A,        Malta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000976,5.8621E-05,0.000136269,0.000295572,0.00036303,0.000751824,0.000954266,0.001250013,0.00152383
INTL.4418-1-MTQ-QBTU.A,        Martinique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000152595,0.000151875,0.00015024,0.000169983,0.000317408,0.000336056,0.000325182,0.00032208,0.0002439,0.000155456,0.000199836,0.000171738,0.00023775,0.000270251,0.00027696,0.000239538
INTL.4418-1-MRT-QBTU.A,        Mauritania,0.0002597,0.00031359,0.000397252,0.00041028,0.00037584,0.000323857,0.000188028,0.000260475,0.0002581,0.0002608,0.00026005,0.0002609,0.000268892,0.000268034,0.000288848,0.000288736,0.00028952,0.00030639,0.000285516,0.00030678,0.000326432,0.000351322,0.000345882,0.000415125,0.000440704,0.000489951,0.000505869,0.000533736,0.00059124,0.0010736,0.001131696,0.00126308,0.001294176,0.001994069,0.00212073,0.00298208,0.003702032,0.003602283
INTL.4418-1-MUS-QBTU.A,        Mauritius,0.000851816,0.000616727,0.000972222,0.0003682,0.0006786,0.001190958,0.001138614,0.001448241,0.001022076,0.001533504,0.000873768,0.000772264,0.001158304,0.001061827,0.0007737,0.001381808,0.00105468,0.000939596,0.001060488,0.00317006,0.005151505,0.00537316,0.005239095,0.005538375,0.005719136,0.005429457,0.004919824,0.005169332,0.005843422,0.006484538,0.007042553,0.005980432,0.006061528,0.00620456,0.006441655,0.007008239,0.006793974,0.005739699
INTL.4418-1-MEX-QBTU.A,        Mexico,0.1828288,0.264189122,0.250519656,0.23010396,0.25872408,0.288431223,0.242482998,0.235208925,0.26465574,0.303289536,0.295094338,0.298114776,0.34981815,0.352505946,0.286650692,0.368468384,0.3989172,0.338693719,0.324417555,0.406094912,0.412130601,0.375284227,0.331690665,0.2879955,0.3412952,0.377792217,0.388586744,0.366113244,0.461443112,0.335988,0.440492749,0.432950491,0.400094918,0.373163018,0.497241268,0.435122487,0.439108595,0.465652659
INTL.4418-1-FSM-QBTU.A,        Micronesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4418-1-MDA-QBTU.A,        Moldova,--,--,--,--,--,--,--,--,--,--,--,--,0.00263721,0.003824639,0.0028369,0.003310152,0.00374308,0.003860514,0.003946239,0.003712038,0.003998792,0.003709547,0.003540204,0.00362475,0.0035056,0.003589641,0.003620435,0.003498936,0.00379379,0.00345504,0.003931668,0.003381168,0.002531256,0.002995874,0.00315732,0.002646596,0.002280304,0.002892882
INTL.4418-1-MNG-QBTU.A,        Mongolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39956E-05,4.36436E-05,4.34896E-05,7.29196E-05,0.000218624,0.000429264,0.000592676,0.00057096,0.001202166,0.00193053,0.002059499,0.002040272,0.003648348
INTL.4418-1-MNE-QBTU.A,        Montenegro,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.017189627,0.012562564,0.015017496,0.020008,0.026565588,0.011581472,0.013912392,0.023652139,0.01649034,0.013754844,0.0168484,0.010235643
INTL.4418-1-MSR-QBTU.A,        Montserrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4418-1-MAR-QBTU.A,        Morocco,0.015446956,0.010777043,0.006021504,0.00500752,0.00377928,0.004857855,0.00652875,0.008595675,0.009560024,0.01194464,0.012315968,0.012878024,0.009866268,0.004525651,0.008572596,0.00623876,0.02002858,0.021059206,0.017936523,0.008354642,0.007905775,0.011035644,0.010539228,0.0166455,0.017938656,0.011749825,0.011616141,0.011713528,0.012003157,0.028627056,0.039922528,0.026000988,0.022343568,0.039289838,0.03372246,0.041022238,0.042965728,0.042711468
INTL.4418-1-MOZ-QBTU.A,        Mozambique,0.139292692,0.034651695,0.030933386,0.0527052,0.00576288,0.001556603,0.000396948,0.000250056,0.000505876,0.0005216,0.002922962,0.00333952,0.003330124,0.003515369,0.003734392,0.003867,0.0046013,0.009875971,0.015162939,0.077778956,0.097552163,0.121278421,0.127966167,0.10935,0.116075424,0.131746824,0.144926509,0.157580612,0.147928248,0.164212,0.16131546,0.16235436,0.143365346,0.138055472,0.153054435,0.159592311,0.143614754,0.128825379
INTL.4418-1-NAM-QBTU.A,        Namibia,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0.01154944,0.0087373,0.006168652,0.010013454,0.011831482,0.013934566,0.014011548,0.014710158,0.015157125,0.015885376,0.016408359,0.01577121,0.01541904,0.014544504,0.01362496,0.012058416,0.013514956,0.015149472,0.01202166,0.01398921,0.014230113,0.012952496,0.01556997
INTL.4418-1-NRU-QBTU.A,        Nauru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4418-1-NPL-QBTU.A,        Nepal,0.001828288,0.002174224,0.002153524,0.00330328,0.0034974,0.003468404,0.004512672,0.005657517,0.005750468,0.005591552,0.009122554,0.009402836,0.00858386,0.008917285,0.009531984,0.011827864,0.01208746,0.010733863,0.01142064,0.014285722,0.016484816,0.018919723,0.021342954,0.02268,0.023818048,0.024917508,0.026860652,0.027319376,0.027453244,0.03009008,0.03102408,0.033656224,0.033410676,0.033279008,0.03589074,0.032085317,0.03895904,0.043006284
INTL.4418-1-NLD-QBTU.A,        Netherlands,0.010388,0.010453,0.0031362,0.002104,0.0002088,0.004210141,0.005264784,0.007324557,0.008445032,0.01001472,0.012825666,0.014057292,0.014644272,0.016504709,0.018599748,0.020665248,0.02764916,0.030955603,0.035016498,0.03788733,0.045170028,0.049071417,0.055269909,0.056163375,0.068690124,0.091450917,0.096445946,0.095121705,0.113261006,0.132404303,0.141927118,0.159961774,0.168862973,0.173341311,0.170931764,0.186349045,0.182685132,0.177285759
INTL.4418-1-NLDA-QBTU.A,        Netherlands Antilles,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000010309,0.000072212,0.000072184,0.00007238,0.000071491,0.000071379,0.000071582,0.00030603,0.00030999,0.00030519,0.00030375,0.00030048,0.00029997,0.00029757,0.00029652,0.00029562,0.0006344,0.000663408,0.000864724,0.002217228,0.002261217,0.00229191,0.00223656,0.00216952,0.002515149
INTL.4418-1-NCL-QBTU.A,        New Caledonia,0.002867088,0.002801404,0.004265232,0.00292456,0.00414468,0.005004113,0.004157508,0.002646426,0.005440748,0.005382912,0.004743312,0.00354824,0.003536964,0.003525678,0.003878816,0.00433104,0.0040326,0.00367668,0.004007421,0.004775542,0.004539445,0.00382321,0.003306225,0.003290625,0.003335328,0.003559644,0.003124485,0.004210584,0.004759482,0.00421632,0.003053628,0.004051572,0.004301232,0.004789582,0.00325242,0.003746238,0.0025388,0.003731265
INTL.4418-1-NZL-QBTU.A,        New Zealand,0.21742084,0.218415435,0.204605688,0.22136184,0.22692384,0.219272083,0.244196142,0.245700858,0.255766776,0.251922368,0.267726676,0.268226072,0.240048162,0.268477287,0.292334808,0.306194216,0.29331478,0.269071698,0.278357706,0.271950244,0.284414081,0.25811834,0.286044414,0.270934875,0.304055712,0.274412556,0.27723605,0.28174342,0.275895184,0.302400422,0.315017827,0.323067941,0.297565459,0.301543756,0.322372844,0.324372672,0.333956913,0.324472647
INTL.4418-1-NIC-QBTU.A,        Nicaragua,0.00560952,0.005466919,0.00475657,0.00367148,0.00556452,0.005860767,0.00485739,0.006230562,0.006101484,0.009785216,0.00816557,0.008265312,0.007466924,0.009113156,0.007623524,0.007352456,0.00742412,0.006393338,0.00458865,0.005358424,0.003826395,0.004496922,0.00616789,0.007041938,0.007047258,0.009008099,0.008004633,0.007788592,0.01291962,0.01199229,0.013359525,0.012752466,0.016808964,0.02107092,0.023015324,0.021489614,0.02253813,0.023511576
INTL.4418-1-NER-QBTU.A,        Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00E-41,0.000038164,0.00003804,0.000102509,0.000120016,0.000138195
INTL.4418-1-NGA-QBTU.A,        Nigeria,0.028296912,0.023947823,0.025026876,0.01952512,0.02682036,0.031111166,0.037542924,0.033872169,0.040965632,0.042760768,0.045175886,0.061269756,0.062031316,0.056864444,0.056799896,0.05614884,0.0563013,0.056549381,0.058296249,0.062255888,0.058135499,0.060582379,0.083062545,0.074793375,0.08052864,0.077022297,0.061626747,0.061063352,0.055941158,0.04389072,0.061726212,0.056751156,0.05367024,0.050719956,0.0507834,0.053220809,0.05156072,0.050929464
INTL.4418-1-NIU-QBTU.A,        Niue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4418-1-PRK-QBTU.A,        North Korea,0.109011672,0.111345356,0.113018194,0.11539388,0.11617632,0.127213119,0.13444002,0.140281416,0.1533114,0.1549152,0.160648488,0.1549746,0.145387836,0.135738603,0.140937192,0.144966096,0.1279575,0.108186309,0.102969306,0.104274522,0.103009698,0.108434502,0.106958922,0.117480375,0.123948,0.130001999,0.123933937,0.129950878,0.137243556,0.120792688,0.129436754,0.127001722,0.12722321,0.131345222,0.122464074,0.092364337,0.117111613,0.108676548
INTL.4418-1-MKD-QBTU.A,        North Macedonia,--,--,--,--,--,--,--,--,--,--,--,--,0.008449414,0.005329753,0.007179936,0.008177416,0.00870628,0.009099783,0.010931184,0.01406075,0.011812758,0.00640646,0.007619577,0.01377,0.014693472,0.014768523,0.016207646,0.010001362,0.008237756,0.012307429,0.02356091,0.013992263,0.010046436,0.015239959,0.012437282,0.019173199,0.01936096,0.011838705
INTL.4418-1-MNP-QBTU.A,        Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4418-1-NOR-QBTU.A,        Norway,0.859264196,0.960379828,0.956614178,1.10148608,1.0951038,1.060088431,0.99623502,1.066707639,1.11468228,1.224956736,1.25006035,1.140331284,1.197231288,1.219688717,1.142115308,1.244122176,1.06680882,1.112849332,1.171258011,1.232989724,1.435556127,1.236105791,1.307016867,1.063935,1.085774464,1.352084778,1.18313832,1.321332656,1.370208554,1.22301584,1.147286088,1.18407214,1.364130874,1.241385512,1.30834838,1.301840925,1.338789979,1.330992897
INTL.4418-1-OMN-QBTU.A,        Oman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4418-1-PAK-QBTU.A,        Pakistan,0.089617276,0.093585709,0.098508042,0.11836052,0.13256712,0.126554958,0.14269236,0.157306062,0.170511184,0.175226304,0.174295912,0.18910032,0.216158142,0.198365778,0.233440764,0.236907888,0.21351066,0.223041707,0.226628325,0.19526547,0.18545418,0.205027386,0.237315744,0.283257,0.26802816,0.317308266,0.325887646,0.295303729,0.287760477,0.28393792,0.319918345,0.288575366,0.296200679,0.32294818,0.331552192,0.349397403,0.338244853,0.31443969
INTL.4418-1-PSE-QBTU.A,        Palestinian Territories,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000009213
INTL.4418-1-PAN-QBTU.A,        Panama,0.01033606,0.015303192,0.012795696,0.01049896,0.0169128,0.020956682,0.022761834,0.021952833,0.02379682,0.023221632,0.023373294,0.021456416,0.019835956,0.023855026,0.02470682,0.024841608,0.03092694,0.029566635,0.021841974,0.031935798,0.034765008,0.025801501,0.034435605,0.028512,0.03771024,0.03709629,0.035867104,0.03662022,0.038913446,0.03789808,0.040721544,0.03964128,0.05100576,0.049408912,0.049694396,0.06244226,0.066930725,0.072404967
INTL.4418-1-PNG-QBTU.A,        Papua New Guinea,0.003241056,0.003209071,0.003146654,0.00400812,0.00423864,0.004345952,0.004721592,0.004511427,0.00454256,0.0046944,0.00473291,0.00474838,0.00470561,0.004690595,0.00474536,0.008888944,0.00965756,0.007179739,0.008759223,0.00930566,0.009527734,0.009651022,0.009491409,0.009952875,0.00946512,0.011913809,0.011560595,0.012518086,0.012401259,0.01229272,0.012394998,0.013451802,0.009530274,0.00972705,0.009942705,0.00969176,0.00955512,0.007656003
INTL.4418-1-PRY-QBTU.A,        Paraguay,0.007448196,0.008011612,0.007446599,0.008711469,0.009948943,0.042727154,0.124911166,0.193391329,0.206089305,0.253537225,0.283626256,0.307264745,0.281640129,0.32166854,0.372391366,0.430421173,0.464222937,0.514283109,0.513671364,0.526326443,0.540266519,0.463605722,0.4855833,0.518962635,0.515072998,0.507269643,0.52918747,0.527010687,0.543029373,0.533543689,0.525364853,0.557716607,0.571304855,0.575874565,0.526465964,0.520930017,0.589850515,0.545649138
INTL.4418-1-PER-QBTU.A,        Peru,0.07391062,0.084585676,0.089758044,0.0872108,0.09131868,0.100228518,0.107050608,0.114379782,0.108267788,0.109035264,0.109262608,0.120076616,0.101548098,0.121501874,0.131498052,0.132416392,0.13781152,0.135066925,0.140637024,0.148573554,0.164899165,0.181871133,0.183663342,0.18785925,0.175390176,0.18258274,0.19721055,0.196403856,0.191997986,0.195482562,0.200830745,0.21667932,0.212325327,0.22622907,0.229433396,0.238778507,0.242679532,0.287086293
INTL.4418-1-PHL-QBTU.A,        Philippines,0.0566146,0.066083866,0.074652014,0.071799,0.098658,0.106653423,0.107917626,0.09939726,0.111643736,0.11965504,0.119269332,0.113251472,0.102478878,0.109388799,0.125927412,0.12688916,0.13952796,0.134903517,0.142217559,0.187708456,0.197358747,0.180569175,0.175026465,0.1783215,0.188190624,0.182221776,0.201980042,0.186850915,0.204541796,0.201102947,0.177513512,0.196463366,0.202020045,0.19577237,0.19592041,0.205159796,0.214948214,0.212746596
INTL.4418-1-POL-QBTU.A,        Poland,0.02820342,0.025996611,0.019904416,0.02217616,0.01946016,0.024466874,0.021236718,0.020337888,0.021205496,0.01893408,0.017277722,0.019296164,0.019815272,0.018947942,0.021385068,0.023026696,0.02394744,0.026002298,0.029438739,0.027027318,0.026951042,0.031846306,0.032634984,0.02680537,0.036258316,0.048178656,0.053266027,0.061874964,0.077970926,0.10366999,0.126075297,0.146051297,0.188931997,0.192882961,0.219866834,0.245981946,0.245384625,0.2220333
INTL.4418-1-PRT-QBTU.A,        Portugal,0.084942676,0.054658737,0.07479837,0.08712664,0.10402416,0.115261751,0.09338724,0.099897372,0.130670868,0.066232768,0.10152352,0.101928412,0.056787922,0.09659533,0.119005376,0.095973784,0.16175896,0.144013513,0.142992531,0.08850603,0.132735412,0.163840048,0.100875468,0.180468,0.125029728,0.085171482,0.161391945,0.169110297,0.152765743,0.190259483,0.28906704,0.249674543,0.197461441,0.293600879,0.312456015,0.240840377,0.310359277,0.208130883
INTL.4418-1-PRI-QBTU.A,        Puerto Rico,0.002119152,0.001296172,0.001087216,0.0011572,0.0014094,0.001911801,0.002329458,0.002677683,0.002808128,0.002837504,0.001425074,0.001241884,0.00139617,0.00123708,0.000691172,0.000897144,0.0013959,0.001041726,0.001050291,0.001625934,0.001550552,0.001374289,0.001159722,0.001042875,0.001412256,0.001379862,0.001408498,0.001620976,0.001537224,0.001706048,0.001568765,0.001474889,0.001170468,0.002795513,0.00329046,0.003615772,0.003582016,0.003399597
INTL.4418-1-QAT-QBTU.A,        Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.00E-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001127056,0.001103856,0.001135379,0.00116022,0.001136918,0.001135536,0.001133199
INTL.4418-1-REU-QBTU.A,        Reunion,0.003137176,0.00386761,0.004411588,0.00450256,0.00421776,0.005045901,0.005191662,0.005459556,0.004315432,0.005132544,0.005658688,0.004758816,0.00506758,0.005082337,0.005085788,0.005125064,0.00517,0.005504807,0.005618547,0.005654978,0.008313815,0.008349064,0.00824013,0.0081405,0.008723936,0.008449155,0.008510502,0.008935136,0.008957286,0.00830576,0.008868204,0.00806428,0.009249552,0.010075296,0.00892038,0.009682441,0.009232,0.009627585
INTL.4418-1-ROU-QBTU.A,        Romania,0.129912328,0.131760065,0.122635874,0.10450568,0.11701152,0.123002978,0.111657294,0.115505034,0.139177844,0.130389568,0.113090544,0.147220652,0.12038088,0.131017081,0.133241456,0.170447048,0.16127298,0.177144485,0.190694097,0.185162182,0.14924063,0.152659742,0.161608278,0.132931125,0.163781632,0.200099988,0.180287744,0.157462751,0.171600145,0.153613455,0.197591128,0.162508429,0.145778415,0.196290066,0.260973111,0.247272698,0.251881718,0.22240182
INTL.4418-1-RUS-QBTU.A,        Russia,--,--,--,--,--,--,--,--,--,--,--,--,1.778886052,1.788085741,1.803938288,1.807342992,1.58593886,1.599141327,1.615826817,1.646304192,1.683511834,1.809535626,1.663875534,1.582993125,1.765650528,1.739875995,1.734109013,1.757049028,1.637035166,1.724883196,1.653722194,1.640901093,1.610821249,1.756890086,1.698443919,1.597702611,1.732821222,1.722609888
INTL.4418-1-RWA-QBTU.A,        Rwanda,0.001153068,0.001076659,0.001390382,0.00158852,0.00168084,0.001692414,0.001556454,0.001708716,0.001724108,0.001783872,0.00171633,0.001701068,0.00175814,0.001577277,0.001609296,0.001629296,0.0014476,0.00163408,0.00163152,0.001298702,0.001132311,0.000919637,0.000996954,0.001184625,0.000841344,0.000659934,0.000386841,0.000426989,0.000681897,0.000977952,0.001094623,0.001284455,0.001303692,0.001421609,0.00194955,0.002842295,0.003360448,0.003878673
INTL.4418-1-SHN-QBTU.A,        Saint Helena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4418-1-KNA-QBTU.A,        Saint Kitts and Nevis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000058536,0.00004858,0.000076128,0.000076328,0.00007608,0.000074552,0.000073856,0.000073704
INTL.4418-1-LCA-QBTU.A,        Saint Lucia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.52E-07,9.54E-07,0.000001902,0.000009319,0.000009232,0.000009213
INTL.4418-1-SPM-QBTU.A,        Saint Pierre and Miquelon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000019512,0.000019432,0.000019032,0.000019082,0,0,0,0
INTL.4418-1-VCT-QBTU.A,        Saint Vincent/Grenadines,0.000176596,0.000177701,0.000188172,0.00018936,0.00022968,0.000271622,0.000292488,0.000322989,0.00036134,0.000375552,0.000249648,0.000135668,0.00020684,0.000237107,0.000216636,0.000216552,0.00021714,0.000214473,0.000224334,0.000224972,0.000255025,0.000196327,0.000223806,0.000212625,0.000270432,0.000259974,0.000228137,0.000217448,0.000226642,0.00022448,0.000253656,0.0002429,0.0002379,0.000229938,0.000233946,0.000242294,0.000249264,0.000257964
INTL.4418-1-WSM-QBTU.A,        Samoa,0.000072716,0.000073171,0.000125448,0.00012624,0.00016704,0.000177599,0.00020892,0.000187542,0.000185832,0.00020864,0.00020804,0.00020872,0.00025855,0.000257725,0.0002579,0.000268112,0.0003102,0.000337029,0.000387486,0.000439718,0.000357035,0.000495984,0.000630726,0.00054675,0.0005008,0.00049995,0.000505869,0.000515945,0.000524233,0.000528992,0.000519019,0.000536323,0.000352092,0.000305312,0.000287202,0.000290753,0.000288038,0.000296659
INTL.4418-1-STP-QBTU.A,        Sao Tome and Principe,0.000072716,0.000073171,0.000083632,0.00006312,0.00008352,0.000083576,0.000073122,0.000083352,0.000082592,0.000083456,0.000083216,0.000083488,0.000082736,0.000082472,0.000082528,0.000082496,0.00008272,0.000081704,0.000071379,0.000092034,0.00010201,0.000041332,0.000061038,0.000070875,0.000060096,0.000039996,0.000079352,0.00009884,0.000078832,0.00006832,0.00004878,0.000058296,0.000057096,0.000057246,0.00005706,0.000074552,0.000064624,0.000064491
INTL.4418-1-SAU-QBTU.A,        Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000228384,0.000372099,0.00039942,0.001202151,0.001190928,0.00147408
INTL.4418-1-SEN-QBTU.A,        Senegal,0,0,0,0,0,0,0,0,0,0,0.000457688,0.000459184,0.000455048,0.000463905,0.00046422,0.000474352,0.00048598,0.000490224,0.000499653,0.0005113,0.000540653,0.000640646,0.002665326,0.00394875,0.00335536,0.003189681,0.002836834,0.002164596,0.00266058,0.0028304,0.003209724,0.003293724,0.003244956,0.003577875,0.00379449,0.003923299,0.004671392,0.004965807
INTL.4418-1-SRB-QBTU.A,        Serbia,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.107670745,0.098217308,0.093297672,0.10185536,0.114847632,0.08336328,0.0875472,0.096602625,0.10389675,0.093357742,0.09933632,0.084778026
INTL.4418-1-SYC-QBTU.A,        Seychelles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000066787,0.00006657,0.000083871,0.000018464,0.000027639
INTL.4418-1-SLE-QBTU.A,        Sierra Leone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000153015,0.000154995,0.000162768,0.000162,0.000160256,0.000179982,0.000039676,0.000177912,0.00093613,0.00084912,0.001199988,0.0014574,0.001103856,0.000992264,0.00116022,0.001202151,0.001209392,0.00128982
INTL.4418-1-SGP-QBTU.A,        Singapore,0,0,0,0,0,0,0,0,0,0,0.00176834,0.00511364,0.00506758,0.00505141,0.00505484,0.00505288,0.0050666,0.00500437,0.00499653,0.00501074,0.00499849,0.009775018,0.009623658,0.01002375,0.009595328,0.009218203,0.010049537,0.010996241,0.012288386,0.011915171,0.011502324,0.011785508,0.027512946,0.038274935,0.038276462,0.038306468,0.040855949,0.014952699
INTL.4418-1-SVK-QBTU.A,        Slovakia,--,--,--,--,--,--,--,--,--,--,--,--,--,0.035401106,0.044472276,0.049817272,0.0432729,0.041117538,0.043194492,0.04560796,0.046934801,0.05373134,0.054980351,0.036325741,0.041736655,0.04808499,0.049741125,0.051484531,0.051218868,0.054527391,0.065232403,0.051641278,0.055525916,0.062856134,0.062500869,0.062923205,0.069161088,0.061552053
INTL.4418-1-SVN-QBTU.A,        Slovenia,--,--,--,--,--,--,--,--,--,--,--,--,0.034945618,0.030658966,0.034537968,0.032864344,0.03738944,0.031108798,0.0346698,0.03798959,0.039182041,0.039399729,0.034252491,0.0308205,0.041656544,0.035456454,0.036500809,0.033316888,0.042400257,0.047724277,0.046510403,0.037250844,0.041094685,0.048713084,0.062480442,0.040438138,0.046696862,0.040564839
INTL.4418-1-SLB-QBTU.A,        Solomon Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000009919,0.000019768,0.000019708,0.00002928,0.000019512,0.000038864,0.000038064,0.000038164,0.00004755,0.000055914,0.000055392,0.000064491
