API,Country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
INTL.4701-34-MEX-BDOLPPP.A,        Mexico,1004.553,1090.33,1084.643,1046.746,1082.398,1105.918,1071.496,1090.102,1103.903,1149.496,1208.861,1259.556,1304.513,1337.567,1403.551,1315.267,1401.071,1500.122,1577.976,1621.251,1697.451,1694.309,1693.507,1718.354,1781.703,1826.469,1908.552,1952.09,1970.023,1870.134,1966.033,2038.211,2108.058,2141.466,2202.631,2275.526,2329.914,2384.385,2436.54,2429.292
INTL.4701-34-FSM-BDOLPPP.A,        Micronesia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INTL.4701-34-MDA-BDOLPPP.A,        Moldova,--,--,--,--,--,--,--,--,--,--,--,--,NA,NA,NA,12.3634,11.6368,11.8284,11.0546,10.6822,10.9074,11.5773,12.4814,13.3081,14.288,15.3598,16.0947,16.5773,17.8766,16.8058,17.998,19.0452,18.9329,20.6451,21.6773,21.604,22.5565,23.6146,24.2708,25.1543
INTL.4701-34-MNG-BDOLPPP.A,        Mongolia,NA,NA,NA,NA,NA,NA,NA,NA,11.0655,11.5303,11.242,10.2079,9.24208,8.96429,9.17157,10.6704,10.9214,11.3581,11.7593,12.1375,12.2657,12.394,12.8702,13.6577,15.1089,16.2049,17.5914,19.3941,21.1203,20.8524,22.1797,26.0694,29.3231,32.7159,35.3597,36.257,36.7564,38.7541,41.4825,43.4945
INTL.4701-34-MNE-BDOLPPP.A,        Montenegro,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8.26372,8.82565,9.4611,8.91236,9.15299,9.44589,9.19085,9.51253,9.68376,10.013,10.3034,10.7876,11.3378,11.7459
INTL.4701-34-MSR-BDOLPPP.A,        Montserrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INTL.4701-34-MAR-BDOLPPP.A,        Morocco,NA,NA,NA,NA,NA,NA,NA,NA,99.6609,102.497,105.994,113.643,111.259,110.435,122.128,115.526,129.82,127.794,137.045,137.77,139.965,150.535,155.527,165.35,173.289,178.452,192.3,197.302,208.988,217.857,226.169,238.03,245.201,256.32,263.162,275.135,278.499,289.57,298.455,305.569
INTL.4701-34-MOZ-BDOLPPP.A,        Mozambique,NA,NA,NA,NA,NA,NA,NA,NA,5.57163,5.93379,5.99312,6.28679,5.90315,6.52824,6.95495,7.11173,7.90859,8.80227,9.67606,10.8083,10.9368,12.259,13.3979,14.3259,15.4619,16.4882,18.088,19.4864,20.9068,22.2268,23.669,25.4213,27.2665,29.1653,31.3231,33.429,34.7074,36.0059,37.2459,38.0963
INTL.4701-34-NAM-BDOLPPP.A,        Namibia,--,--,--,--,--,--,--,--,--,--,8.73698,9.45053,10.1299,9.96984,10.1423,10.5378,10.8741,11.333,11.706,12.1004,12.523,12.6706,13.2773,13.8402,15.5383,15.9314,17.0581,17.975,18.4513,18.5058,19.6235,20.6226,21.6664,22.8829,24.2004,25.296,25.2251,25.1603,25.3361,25.0943
INTL.4701-34-NRU-BDOLPPP.A,        Nauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INTL.4701-34-NPL-BDOLPPP.A,        Nepal,NA,NA,NA,NA,NA,NA,NA,NA,22.4708,23.4096,24.741,26.0587,26.9858,28.7049,30.3946,31.6579,33.3776,34.6808,35.8889,37.8623,40.0972,40.935,41.6296,43.5592,45.3542,46.8724,48.3745,50.7361,53.4953,55.9988,58.2571,60.6285,63.2994,66.5996,69.8719,70.779,73.8445,79.6565,84.6448,89.7707
INTL.4701-34-NLD-BDOLPPP.A,        Netherlands,411.22,409.107,403.8586,410.958,423.773,435.031,448.629,456.929,477.879,499.291,520.151,532.902,541.371,548.214,564.707,583.078,600.492,627.554,656.161,688.489,717.964,734.706,736.308,737.873,750.864,766.295,794.017,823.945,841.886,810.961,821.515,834.148,825.55,824.867,836.677,853.057,871.324,897.59,918.385,933.354
INTL.4701-34-NLDA-BDOLPPP.A,        Netherlands Antilles,NA,NA,NA,NA,NA,NA,NA,NA,2.23597,2.41037,2.44653,2.49057,2.57024,2.68778,2.83424,2.87897,2.91897,2.95465,2.86265,2.81088,2.75424,2.79306,2.80423,2.8519,2.88612,2.91787,2.9656,3.03885,3.10535,3.08885,3.09139,3.11033,3.10601,3.08134,3.04625,3.05474,3.0246,2.972,2.90762,2.85137
INTL.4701-34-NCL-BDOLPPP.A,        New Caledonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INTL.4701-34-NZL-BDOLPPP.A,        New Zealand,67.3335,70.4685,71.1235,73.6071,77.1349,78.3806,80.5017,81.2521,82.1234,83.3528,84.2322,82.414,83.1319,87.1857,92.9998,97.03009,100.6474,103.6836,104.4697,109.1374,113.6321,116.1323,122.0734,127.657,133.3179,136.7349,140.4828,146.0407,145.4525,145.9359,148.9098,151.7448,155.5815,159.0093,164.0509,170.7432,177.8611,184.5792,190.3236,194.6423
INTL.4701-34-NIC-BDOLPPP.A,        Nicaragua,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2476,13.2225,13.2736,13.2218,13.6628,14.4707,15.3889,15.9993,16.5932,17.7607,18.4891,19.0366,19.1801,19.6636,20.7081,21.5949,22.4916,23.6262,24.4612,23.6375,24.679,26.241,27.9401,29.3258,30.7263,32.183,33.6602,35.2259,33.8592,32.5253
INTL.4701-34-NER-BDOLPPP.A,        Niger,NA,NA,NA,NA,NA,NA,NA,NA,10.2348,10.3304,10.1977,10.4531,9.77188,9.91352,10.3105,10.5792,10.9409,11.2422,12.4139,12.3433,12.1693,13.0339,13.4248,14.1363,14.1504,14.7872,15.6448,16.1371,17.6843,17.5582,19.0269,19.4612,21.7674,22.9142,24.6394,25.708,26.9744,28.2943,30.1287,31.5729
INTL.4701-34-NGA-BDOLPPP.A,        Nigeria,NA,NA,NA,NA,NA,NA,NA,NA,299.042,304.782,340.675,341.896,357.73,350.45,344.089,343.839,358.267,368.789,378.309,380.518,399.605,423.252,488.133,523.998,572.47,609.329,646.251,688.846,735.443,794.55,871.627,914.226,953.348,1004.78,1068.17,1096.51,1078.78,1087.47,1108.38,1132.86
INTL.4701-34-NIU-BDOLPPP.A,        Niue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INTL.4701-34-PRK-BDOLPPP.A,        North Korea,NA,NA,NA,NA,NA,NA,NA,NA,52.4183,53.1522,50.8667,48.6198,45.1755,43.1522,42.2414,40.3936,39.0394,36.5083,36.1782,38.3771,38.5353,39.9827,40.463,41.1987,42.054,43.6356,43.188,42.6756,43.9978,43.598,43.3921,43.738,44.3102,44.7852,45.2524,44.7354,46.466,44.8478,42.9875,43.1394
INTL.4701-34-MKD-BDOLPPP.A,        North Macedonia,--,--,--,--,--,--,--,--,--,--,--,--,18.6076,17.212,16.9022,16.7163,16.9169,17.1537,17.7369,18.4996,19.3321,18.7391,19.019,19.4418,20.3505,21.3119,22.4067,23.8571,25.1626,25.0724,25.9145,26.5209,26.3999,27.1721,28.1583,29.244,30.0769,30.4023,31.2293,32.3381
INTL.4701-34-MNP-BDOLPPP.A,        Northern Mariana Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INTL.4701-34-NOR-BDOLPPP.A,        Norway,152.25,154.5901,154.94,160.6616,170.6994,180.6876,188.1789,191.3932,190.4195,192.387,196.0945,202.1624,209.412,215.2868,226.0637,235.6103,247.5055,260.5234,267.4275,272.7418,281.5141,287.226,290.8634,293.7237,305.408,313.7143,321.3763,330.7726,331.4476,327.199,328.5966,332.369,340.8842,344.5652,351.9536,358.363,360.0134,369.7947,375.4906,379.9083
INTL.4701-34-OMN-BDOLPPP.A,        Oman,NA,NA,NA,NA,NA,NA,NA,NA,59.4463,61.2198,66.3505,70.3567,76.3335,81.0236,84.1393,88.2025,90.7559,96.3622,98.9672,99.2949,105.8,110.543,109.326,106.408,107.783,110.467,116.402,121.585,131.554,139.596,141.989,145.764,158.948,167.062,169.499,177.347,186.387,187.032,190.33,186.79
INTL.4701-34-PAK-BDOLPPP.A,        Pakistan,NA,NA,NA,NA,NA,NA,NA,NA,303.152,318.188,332.375,350.503,377.964,382.718,397.022,416.724,436.921,441.353,452.609,469.175,496.724,506.496,522.258,546.938,587.864,640.527,677.794,715.321,751.002,753.711,773.161,801.178,831.917,862.557,897.52,933.94,976.558,1027.52,1084.39,1105.11
INTL.4701-34-PSE-BDOLPPP.A,        Palestinian Territories,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5.59401,6.39586,6.92547,6.33296,5.74329,5.02605,5.73048,6.98686,7.77572,7.69823,7.98986,8.58344,9.32106,9.85957,10.8062,11.465,12.0037,11.9847,12.4307,13.5326,13.7247,13.8931,14.025
INTL.4701-34-PAN-BDOLPPP.A,        Panama,NA,NA,NA,NA,NA,NA,NA,NA,18.2815,18.5827,20.0974,21.9857,23.7776,25.0723,25.8067,26.2228,28.1704,29.989,32.2079,33.4388,34.3729,34.5554,35.3532,36.8242,39.6056,42.4438,46.0597,51.6278,56.716,57.4209,60.7674,67.6425,74.2572,79.3834,83.4055,88.187,92.5553,97.7375,101.346,104.393
INTL.4701-34-PNG-BDOLPPP.A,        Papua New Guinea,NA,NA,NA,NA,NA,NA,NA,NA,9.82219,9.68196,9.39191,10.2868,11.7115,13.8432,14.6658,14.18,15.1153,14.1564,14.8192,15.0941,14.7237,14.7174,15.0127,15.6713,15.7602,16.3794,16.7551,18.6145,18.5597,19.8216,21.8293,22.0711,23.0988,23.9823,26.8951,28.754,28.5648,28.1445,28.1449,29.6452
INTL.4701-34-PRY-BDOLPPP.A,        Paraguay,NA,NA,NA,NA,NA,NA,NA,NA,32.2415,34.3286,35.8157,37.0159,37.577,39.4667,41.5924,44.4302,45.1295,47.0441,47.0761,46.433,45.3585,44.9801,44.9705,46.9136,48.8171,49.8586,52.2553,55.0884,58.5916,58.4404,64.9529,67.7128,67.3481,73.0172,76.5664,78.925,82.3289,86.4073,89.3073,89.2806
INTL.4701-34-PER-BDOLPPP.A,        Peru,NA,NA,NA,NA,NA,NA,NA,NA,148.228,129.727,123.532,126.013,125.242,131.743,147.827,158.71,163.089,173.659,173.119,175.695,180.518,181.604,191.52,199.478,209.246,222.25,238.896,259.169,283.001,286.142,310.27,330.364,350.004,370.349,379.424,391.767,407.694,417.793,434.315,443.822
INTL.4701-34-PHL-BDOLPPP.A,        Philippines,225.4556,230.0181,238.192,242.2986,225.3766,210.677,217.9456,227.1507,242.1912,256.7549,264.3762,263.2146,264.1986,269.7562,281.1811,293.805,310.704,326.4278,324.3728,335.1543,348.0603,358.6734,372.0029,390.9263,416.6071,437.199,460.44,490.459,511.766,519.179,557.258,578.758,618.676,660.438,702.363,746.95,800.354,855.827,910.098,965.074
INTL.4701-34-POL-BDOLPPP.A,        Poland,NA,NA,NA,NA,NA,NA,NA,NA,NA,471.002,416.446,387.2312,396.9696,411.809,433.606,463.655,489.953,520.354,543.984,568.658,595.169,603.771,615.47,637.269,669.99,693.074,736.552,788.527,822.568,844.526,874.955,919.049,933.94,946.121,976.989,1013.649,1045.102,1096.914,1156.185,1204.834
INTL.4701-34-PRT-BDOLPPP.A,        Portugal,168.8208,168.8208,168.8208,168.8208,168.8208,168.8208,172.7586,182.3941,187.0321,197.1922,206.6005,211.6384,215.6532,212.6892,217.9486,231.8751,240.0007,250.563,262.61,272.869,283.2822,288.7882,291.0146,288.3066,293.4637,295.7579,300.5641,308.098,309.0818,299.4319,304.635,299.4679,287.3176,284.6667,286.9218,292.0634,297.9616,308.4093,316.5427,323.3972
INTL.4701-34-PRI-BDOLPPP.A,        Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,44.9394,47.1579,48.9401,50.0641,52.3492,54.7821,57.0746,59.6702,61.0531,64.0333,67.5755,71.2138,73.5433,78.1873,78.9046,78.9416,81.3376,79.7215,78.5979,77.684,76.2513,74.7626,74.4536,74.1867,74.2084,73.9807,73.1001,72.3329,71.4194,69.5215,66.111,66.7899
INTL.4701-34-QAT-BDOLPPP.A,        Qatar,NA,NA,NA,NA,NA,NA,NA,NA,32.6774,34.7105,35.8959,35.2993,39.2988,38.778,39.3281,40.2716,42.0335,54.6484,60.7787,63.3827,68.4715,71.1406,76.2501,79.0862,94.286,101.35,127.874,150.873,177.523,198.749,237.688,269.479,282.11,294.552,306.272,317.474,324.24,329.363,334.281,333.669
INTL.4701-34-REU-BDOLPPP.A,        Reunion,NA,NA,NA,NA,NA,NA,NA,NA,8.64232,8.42454,10.5222,10.7748,12.0139,10.9074,11.071,11.8017,12.0495,12.7364,13.3222,14.1748,15.097,15.6259,16.412,16.9681,17.7712,18.6027,19.3376,20.4377,20.7004,20.0449,20.0884,20.7111,20.722,20.8763,21.5139,22.1163,22.8019,23.5316,23.9317,24.5708
INTL.4701-34-ROU-BDOLPPP.A,        Romania,261.6398,263.6125,274.1389,290.8566,308.0522,307.7505,315.1379,317.6719,316.119,297.8007,281.1615,244.896,223.2901,226.6026,235.4427,241.6023,251.3688,241.4275,236.3528,235.0407,241.0926,252.2523,266.4048,272.4512,299.8099,314.8639,339.7848,364.3577,398.6769,376.3952,362.0891,369.334,377.4476,389.902,403.7693,419.549,439.567,469.729,490.771,510.78
INTL.4701-34-RUS-BDOLPPP.A,        Russia,--,--,--,--,--,--,--,--,--,--,--,--,2712.666,2476.888,2159.824,2051.781,1978.305,2005.52,1898.847,2019.38,2222.416,2335.35,2446.19,2626.125,2813.777,2993.758,3238.208,3515.083,3699.523,3410.184,3564.061,3690.751,3839.267,3906.663,3935.419,3857.792,3865.265,3935.838,4035.658,4089.815
INTL.4701-34-RWA-BDOLPPP.A,        Rwanda,NA,NA,NA,NA,NA,NA,NA,NA,6.99847,6.99591,6.82806,6.65638,7.04729,6.47584,3.22186,4.35673,4.91202,5.59233,6.08773,6.35087,6.87985,7.46419,8.44834,8.63595,9.27872,10.1491,11.084,11.9329,13.2645,14.0918,15.1252,16.3277,17.7394,18.579,19.7231,21.473,22.7555,23.6627,25.6926,28.1068
INTL.4701-34-SHN-BDOLPPP.A,        Saint Helena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INTL.4701-34-KNA-BDOLPPP.A,        Saint Kitts and Nevis,NA,NA,NA,NA,NA,NA,NA,NA,0.5967,0.63266,0.652396,0.667207,0.68774,0.725003,0.764185,0.790639,0.837263,0.898608,0.907806,0.943602,1.00484,1.05974,1.08711,1.0478,1.08559,1.18082,1.20221,1.20009,1.2756,1.23708,1.20925,1.23826,1.23082,1.31157,1.37872,1.446,1.49155,1.5203,1.56158,1.6091
INTL.4701-34-LCA-BDOLPPP.A,        Saint Lucia,NA,NA,NA,NA,NA,NA,NA,NA,1.26194,1.35486,1.39483,1.40304,1.50541,1.50947,1.53577,1.55315,1.6624,1.65664,1.76207,1.80227,1.79574,1.72926,1.72904,1.81214,1.95933,1.92641,2.23457,2.28269,2.39426,2.35925,2.36876,2.4667,2.45755,2.40903,2.44128,2.447,2.52399,2.58835,2.61054,2.67571
INTL.4701-34-SPM-BDOLPPP.A,        Saint Pierre and Miquelon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INTL.4701-34-VCT-BDOLPPP.A,        Saint Vincent/Grenadines,NA,NA,NA,NA,NA,NA,NA,NA,0.604709,0.613206,0.638653,0.645907,0.687097,0.702623,0.688308,0.739604,0.751532,0.77897,0.818335,0.85293,0.868438,0.883802,0.939143,1.01132,1.0533,1.07963,1.1628,1.20138,1.22042,1.19476,1.15478,1.14988,1.16586,1.18721,1.19857,1.22,1.23555,1.24436,1.26769,1.28952
INTL.4701-34-WSM-BDOLPPP.A,        Samoa,0.512269,0.465855,0.461271,0.463563,0.472731,0.500236,0.523729,0.526594,0.541492,0.573008,0.536335,0.523156,0.54493,0.554098,0.589625,0.628016,0.673857,0.679014,0.686463,0.682452,0.716833,0.770122,0.813671,0.856073,0.882432,0.940879,0.960934,0.965518,0.999898,0.939159,0.920823,0.971821,0.976405,0.957495,0.968956,0.985,1.05548,1.08413,1.09215,1.11648
INTL.4701-34-STP-BDOLPPP.A,        Sao Tome and Principe,NA,NA,NA,NA,NA,NA,NA,NA,0.268364,0.276778,0.27082,0.274073,0.275991,0.279027,0.285166,0.290869,0.295232,0.298174,0.305628,0.313269,0.314673,0.324316,0.330813,0.353851,0.367411,0.393474,0.429342,0.443311,0.452239,0.476435,0.498339,0.519554,0.534688,0.560119,0.593614,0.615,0.643397,0.673174,0.687674,0.760595
INTL.4701-34-SAU-BDOLPPP.A,        Saudi Arabia,NA,NA,NA,NA,NA,NA,NA,NA,645.48,642.233,739.81,850.84,884.768,872.702,877.578,879.439,902.634,912.596,939.001,903.664,954.499,942.942,916.359,1019.38,1100.5,1161.84,1194.24,1216.3,1292.32,1265.7,1329.49,1462.4,1541.53,1583.14,1640.97,1708.35,1736.89,1724.01,1765.19,1771.04
INTL.4701-34-SEN-BDOLPPP.A,        Senegal,NA,NA,NA,NA,NA,NA,NA,NA,18.0703,18.7892,18.6622,19.1392,19.377,19.6291,19.6257,20.6783,21.0944,21.7534,23.0365,24.4987,25.2824,26.4405,26.6137,28.3923,30.0592,31.7493,32.5308,34.1373,35.5221,36.2654,37.5574,38.1052,40.0552,41.1856,43.9092,46.705,49.6738,53.1921,56.7912,59.746
INTL.4701-34-SRB-BDOLPPP.A,        Serbia,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,91.955,97.8764,103.412,100.587,101.322,103.385,102.681,105.651,103.972,105.824,109.345,111.565,116.48,121.291
INTL.4701-34-SYC-BDOLPPP.A,        Seychelles,NA,NA,NA,NA,NA,NA,NA,NA,0.857805,0.946053,1.01658,1.04446,1.11983,1.18908,1.17947,1.17215,1.19416,1.37423,1.52853,1.55811,1.55617,1.52142,1.54064,1.44312,1.41396,1.54132,1.68628,1.86196,1.8221,1.80193,1.90906,2.01174,2.08577,2.21129,2.3109,2.425,2.5342,2.64401,2.85161,2.94067
INTL.4701-34-SLE-BDOLPPP.A,        Sierra Leone,NA,NA,NA,NA,NA,NA,NA,NA,7.24142,7.4872,7.75988,7.13967,6.45096,6.45446,6.68037,6.01066,4.52082,3.72534,3.69414,3.39412,3.52334,4.16353,5.26342,5.75361,6.13323,6.40954,6.68027,7.21861,7.60856,7.85087,8.27065,8.79296,10.128,12.226,12.7834,10.164,10.8088,11.2164,11.7346,12.3301
INTL.4701-34-SGP-BDOLPPP.A,        Singapore,53.8957,59.7253,63.967,69.4391,75.5445,75.074,76.0821,84.2972,93.7923,103.3204,113.4675,121.0568,129.0946,143.8924,159.861,171.3724,184.1763,199.4997,195.1199,206.2885,224.9354,222.5307,231.242,241.7306,265.4676,285.0034,310.6683,338.6972,345.025,345.4424,395.6196,420.693,439.464,460.722,478.865,493.175,509.171,531.254,549.518,553.548
INTL.4701-34-SVK-BDOLPPP.A,        Slovakia,--,--,--,--,--,--,--,--,--,--,--,--,--,66.1535,70.25859,75.44091,80.4347,85.2013,88.67409,88.5801,89.6136,92.5292,96.70189,102.0197,107.4055,114.5192,124.2455,137.704,145.3807,137.4491,145.3124,149.4752,152.3087,153.3305,157.5505,165.1479,168.6545,173.7923,180.5646,184.8956
INTL.4701-34-SVN-BDOLPPP.A,        Slovenia,--,--,--,--,--,--,--,--,--,--,--,--,32.7068,33.6368,35.4283,39.3938,40.5716,42.6331,43.9469,46.2313,48.0836,49.7651,51.4575,52.9115,54.9193,57.26,60.7307,65.0253,67.0388,61.8967,62.6492,63.3751,61.7864,61.1907,62.7782,64.005,66.0746,69.472,72.411,74.145
INTL.4701-34-SLB-BDOLPPP.A,        Solomon Islands,NA,NA,NA,NA,NA,NA,NA,NA,0.459931,0.491474,0.524508,0.537888,0.59901,0.609153,0.658372,0.724156,0.735806,0.723102,0.746195,0.734619,0.630205,0.580004,0.56402,0.600595,0.649225,0.732645,0.761947,0.888174,0.92108,0.923227,1.02146,1.08692,1.1156,1.14927,1.17513,1.205,1.24381,1.28975,1.33947,1.38462
INTL.4701-34-SOM-BDOLPPP.A,        Somalia,NA,NA,NA,NA,NA,NA,NA,NA,6.49507,6.48365,6.37992,6.31611,5.55818,5.55818,4.39098,4.39098,4.56222,4.43894,4.54975,4.69534,4.8362,4.98128,5.15563,5.33608,5.49616,5.66104,5.79691,5.94763,6.10227,6.26092,6.42371,6.59073,6.76208,6.9379,7.1946,7.38885,7.74734,7.92553,8.17122,8.37429
INTL.4701-34-ZAF-BDOLPPP.A,        South Africa,334.6124,352.5503,351.1985,344.7136,362.2909,357.9017,357.9656,365.4854,380.8363,389.9565,388.7172,384.7592,376.5369,381.1815,393.509,405.771,423.245,434.447,436.696,446.993,465.564,478.3,495.842,510.466,533.714,561.879,593.364,625.171,645.121,635.2,654.507,676.004,690.965,708.136,721.217,729.826,732.739,743.104,748.952,750.094
INTL.4701-34-KOR-BDOLPPP.A,        South Korea,205.0986,219.9604,238.3008,270.1765,298.6844,322.0981,358.5826,404.2077,452.663,484.679,532.554,589.953,626.521,669.61,731.674,802.022,865.307,918.701,871.576,971.521,1059.549,1110.961,1196.785,1234.451,1298.611,1354.563,1425.871,1508.564,1554.018,1566.336,1672.922,1734.581,1776.255,1832.469,1891.151,1944.276,2001.572,2064.814,2124.847,2168.18
INTL.4701-34-SSD-BDOLPPP.A,        South Sudan,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,16.1748,20.9178,21.5287,21.4911,17.8946,16.9123,16.7219,18.0483
INTL.4701-34-ESP-BDOLPPP.A,        Spain,745.603,744.603,753.887,767.229,780.92,799.05,825.047,870.826,915.176,959.347,995.651,1020.975,1030.475,1019.853,1044.141,1076.886,1105.565,1146.482,1196.795,1250.552,1316.18,1367.991,1405.301,1447.23,1492.357,1546.925,1610.406,1668.416,1683.244,1619.802,1622.516,1609.31,1561.713,1539.268,1560.535,1620.411,1669.47,1717.798,1758.227,1792.985
INTL.4701-34-LKA-BDOLPPP.A,        Sri Lanka,NA,NA,NA,NA,NA,NA,NA,NA,57.5002,58.5439,62.3949,69.0426,66.8109,71.8296,77.6683,82.3984,92.4288,102.06,100.126,103.101,111.716,109.535,113.725,120.554,127.037,135.026,145.207,155.107,164.448,170.22,183.87,199.324,217.551,224.938,236.097,247.92,259.043,268.312,277.184,283.513
INTL.4701-34-SDN-BDOLPPP.A,        Sudan,NA,NA,NA,NA,NA,NA,NA,NA,43.5511,47.4408,44.8458,48.2141,51.3856,53.7333,54.2739,57.5288,60.934,67.3727,70.2755,72.4569,77.0549,82.0637,87.3382,94.0935,97.7474,105.068,115.643,128.967,139.029,143.536,148.516,145.594,146.353,152.785,156.878,164.575,172.31,179.69,175.52,171.095
INTL.4701-34-SUR-BDOLPPP.A,        Suriname,NA,NA,NA,NA,NA,NA,NA,NA,4.53142,4.73649,4.55074,4.67559,4.69317,4.37863,4.52706,4.52745,4.57442,4.83696,4.94968,4.8802,4.98097,5.18954,5.33366,5.66877,6.12222,6.36242,6.72917,7.07313,7.3662,7.5882,7.98025,8.44686,8.67466,8.92891,8.95159,8.646,8.1653,8.30918,8.52705,8.72993
INTL.4701-34-SWE-BDOLPPP.A,        Sweden,225.6758,227.268,230.1006,234.7661,245.2575,251.1914,258.8721,267.275,273.1826,280.5723,282.9457,280.2281,277.5177,271.6342,281.9617,293.6825,298.3518,308.0988,321.1172,333.9643,350.331,355.9711,363.857,372.771,386.9045,397.9553,417.408,432.301,429.645,411.448,434.929,449.078,447.855,452.926,465.387,485.041,494.034,507.954,518.367,525.065
INTL.4701-34-CHE-BDOLPPP.A,        Switzerland,268.7791,273.0832,269.5074,271.2298,279.3896,289.6533,295.0369,299.7145,309.538,322.9435,334.8105,331.7442,331.599,331.1812,335.3865,336.9993,338.8192,346.7481,357.1154,363.1676,377.4648,382.4187,383.0406,383.1921,393.8305,406.0992,422.297,439.661,449.135,439.155,452.341,459.998,464.626,473.23,484.822,491.286,499.75,508.742,522.735,529.251
INTL.4701-34-SYR-BDOLPPP.A,        Syria,NA,NA,NA,NA,NA,NA,NA,NA,46.4909,38.5771,40.3467,43.5347,49.3989,51.9573,55.705,59.619,65.477,68.7665,73.4325,70.823,71.3015,74.0062,79.822,80.2936,85.8361,91.171,95.7716,101.206,105.737,111.989,115.841,121.16,89.2477,65.7754,56.1109,52.6695,50.5735,51.911,53.169,56.1194
INTL.4701-34-TWN-BDOLPPP.A,        Taiwan,153.0832,163.9522,171.8386,187.3439,206.1699,216.0812,240.9565,271.6804,293.4796,319.0768,336.7569,364.9494,395.2775,422.212,453.889,483.387,513.244,544.3,567.188,605.371,643.597,634.576,669.361,697.637,746.136,786.303,831.676,888.652,895.753,881.304,971.598,1007.295,1029.673,1055.246,1105.046,1121.242,1145.518,1183.45,1215.939,1248.874
INTL.4701-34-TJK-BDOLPPP.A,        Tajikistan,--,--,--,--,--,--,--,--,--,--,--,--,14.3621,12.0067,9.44926,8.27755,6.89005,7.00619,7.3765,7.6492,8.28389,9.07426,10.0556,11.1735,12.3229,13.1507,14.0179,15.1052,16.2507,16.9039,18.0089,18.4433,19.835,21.3085,22.7331,24.09,25.764,27.582,29.5503,31.5254
INTL.4701-34-TZA-BDOLPPP.A,        Tanzania,NA,NA,NA,NA,NA,NA,NA,NA,36.0716,37.4295,40.0665,40.8966,41.1356,41.6316,42.2843,43.7938,45.7839,47.3979,49.1557,51.5465,53.8769,57.1476,61.2012,65.285,70.1839,75.4311,78.9468,85.6287,90.3973,95.2632,103.176,111.936,114.948,122.743,131.006,139.077,148.628,158.694,169.742,181.268
INTL.4701-34-THA-BDOLPPP.A,        Thailand,188.6321,199.7713,210.4663,222.2197,234.995,245.9247,259.5602,284.2865,322.042,361.2937,401.6137,435.99,471.237,510.129,550.924,595.661,629.328,611.999,565.278,591.125,617.461,638.728,678.003,726.746,772.455,804.802,844.783,890.698,906.068,899.811,967.418,975.545,1046.201,1074.318,1084.895,1118.893,1157.263,1204.32,1254.309,1283.845
