State,year,Consumption,Production,Population
Alaska,2018,609785,1410557,735
Alaska,2017,609682,1454183,740
Alaska,2016,607570,1435327,741
Alaska,2015,623777,1429942,737
Alaska,2014,605255,1475225,736
Alaska,2013,618288,1514153,737
Alaska,2012,651177,1564474,730
Alaska,2011,655819,1643302,722
Alaska,2010,655575,1739474,714
Alaska,2009,639557,1854325,699
Alaska,2008,650499,1933836,687
Alaska,2007,723226,2052850,680
Alaska,2006,746455,2101391,675
Alaska,2005,797725,2416187,667
Alaska,2004,775018,2513924,659
Alaska,2003,733471,2661422,648
Alaska,2002,732911,2659615,642
Alaska,2001,735744,2632078,634
Alaska,2000,742062,2647192,628
Alaska,1999,725331,2798849,625
Alaska,1998,723207,3068632,620
Alaska,1997,708740,3333397,613
Alaska,1996,718749,3559488,609
Alaska,1995,704061,3738081,604
Alaska,1994,623042,3970248,603
Alaska,1993,623613,3892714,599
Alaska,1992,627238,4194115,589
Alaska,1991,602659,4348221,570
Alaska,1990,584083,4232243,553
Alaska,1989,576191,4446809,547
Alaska,1988,521398,4752822,542
Alaska,1987,499212,4592698,539
Alaska,1986,504252,4302636,544
Alaska,1985,474429,4235177,532
Alaska,1984,482889,3976402,514
Alaska,1983,437627,3928071,488
Alaska,1982,409057,3876802,450
Alaska,1981,279661,3673128,418
Alaska,1980,295745,3684570,405
Alaska,1979,299774,3211020,403
Alaska,1978,324010,2829135,405
Alaska,1977,293490,1195269,403
Alaska,1976,254648,557284,401
Alaska,1975,232172,589124,376
Alaska,1974,201488,560546,341
Alaska,1973,196965,572451,331
Alaska,1972,214377,569655,324
Alaska,1971,200962,603479,316
Alaska,1970,182039,615018,304
Alaska,1969,156631,499139,296
Alaska,1968,122533,421679,285
Alaska,1967,115172,206395,278
Alaska,1966,102696,117441,271
Alaska,1965,87782,94316,271
Alaska,1964,85067,90198,263
Alaska,1963,80788,87933,256
Alaska,1962,78812,82748,246
Alaska,1961,72173,56144,238
Alaska,1960,61433,21554,229
Alabama,2018,1954822,1243040,4888
Alabama,2017,1901159,1226560,4874
Alabama,2016,1929369,1118375,4864
Alabama,2015,1923945,1266990,4852
Alabama,2014,1970386,1369076,4842
Alabama,2013,1933625,1480939,4830
Alabama,2012,1890288,1443423,4816
Alabama,2011,1916766,1410477,4799
Alabama,2010,1942049,1429509,4785
Alabama,2009,1800097,1448267,4758
Alabama,2008,2002981,1482306,4718
Alabama,2007,2086092,1407337,4673
Alabama,2006,2083658,1412191,4629
Alabama,2005,2065572,1501696,4570
Alabama,2004,2065879,1543168,4531
Alabama,2003,1952741,1520518,4503
Alabama,2002,1960152,1485681,4480
Alabama,2001,1898858,1483893,4468
Alabama,2000,2093923,1538212,4452
Alabama,1999,2040647,1577633,4430
Alabama,1998,1997696,1672165,4405
Alabama,1997,1956298,1708289,4368
Alabama,1996,1984926,1740017,4331
Alabama,1995,1955075,1649237,4297
Alabama,1994,1879951,1637316,4260
Alabama,1993,1789236,1484135,4214
Alabama,1992,1742422,1484738,4154
Alabama,1991,1675028,1376048,4099
Alabama,1990,1659374,1341945,4050
Alabama,1989,1683173,1360061,4030
Alabama,1988,1651727,1262402,4024
Alabama,1987,1582639,1223046,4015
Alabama,1986,1504733,1211898,3992
Alabama,1985,1519675,1320803,3973
Alabama,1984,1544598,1435784,3952
Alabama,1983,1445946,1343951,3934
Alabama,1982,1499049,1420717,3925
Alabama,1981,1604035,1276653,3919
Alabama,1980,1644874,1332307,3900
Alabama,1979,1648768,1218659,3866
Alabama,1978,1638359,1096628,3832
Alabama,1977,1623444,1056876,3780
Alabama,1976,1551806,845007,3735
Alabama,1975,1515131,867537,3679
Alabama,1974,1547657,807059,3626
Alabama,1973,1527209,718192,3580
Alabama,1972,1478039,736766,3539
Alabama,1971,1384940,644188,3497
Alabama,1970,1393497,679413,3451
Alabama,1969,1343138,604552,3440
Alabama,1968,1246669,577172,3446
Alabama,1967,1138573,566870,3458
Alabama,1966,1088204,516640,3464
Alabama,1965,1044616,532429,3443
Alabama,1964,979212,541262,3395
Alabama,1963,913155,469027,3358
Alabama,1962,881239,484723,3323
Alabama,1961,831311,474778,3316
Alabama,1960,866594,474228,3274
Arkansas,2018,1119700,887110,3010
Arkansas,2017,1057879,987602,3001
Arkansas,2016,1054562,1127816,2990
Arkansas,2015,1062299,1331420,2978
Arkansas,2014,1121935,1455068,2967
Arkansas,2013,1104533,1450391,2959
Arkansas,2012,1072816,1480575,2952
Arkansas,2011,1129161,1401440,2940
Arkansas,2010,1126955,1255307,2922
Arkansas,2009,1041617,1008925,2897
Arkansas,2008,1110211,763130,2875
Arkansas,2007,1128982,594920,2849
Arkansas,2006,1113117,573639,2822
Arkansas,2005,1116515,484985,2781
Arkansas,2004,1091796,503228,2750
Arkansas,2003,1100643,478374,2725
Arkansas,2002,1118366,469254,2706
Arkansas,2001,1096056,462914,2692
Arkansas,2000,1141593,447383,2679
Arkansas,1999,1100811,461693,2652
Arkansas,1998,1081797,492843,2626
Arkansas,1997,1061415,534935,2601
Arkansas,1996,1042511,538244,2572
Arkansas,1995,1023243,494519,2535
Arkansas,1994,971500,514452,2494
Arkansas,1993,939962,534466,2456
Arkansas,1992,865938,496959,2416
Arkansas,1991,837103,471492,2383
Arkansas,1990,849197,468832,2357
Arkansas,1989,882854,456854,2346
Arkansas,1988,817719,441834,2343
Arkansas,1987,736169,435320,2342
Arkansas,1986,759564,416083,2332
Arkansas,1985,789513,486415,2327
Arkansas,1984,799004,459031,2320
Arkansas,1983,796587,422558,2306
Arkansas,1982,792461,400516,2294
Arkansas,1981,821800,375352,2293
Arkansas,1980,859238,382605,2289
Arkansas,1979,872688,351545,2271
Arkansas,1978,887041,372965,2243
Arkansas,1977,886292,361643,2209
Arkansas,1976,840829,332384,2170
Arkansas,1975,785659,346928,2160
Arkansas,1974,798333,316856,2101
Arkansas,1973,820085,354585,2059
Arkansas,1972,744635,340242,2019
Arkansas,1971,700736,343114,1972
Arkansas,1970,708904,355074,1932
Arkansas,1969,681052,349632,1913
Arkansas,1968,635396,344571,1902
Arkansas,1967,596737,293088,1901
Arkansas,1966,566110,303926,1899
Arkansas,1965,528740,287541,1894
Arkansas,1964,527123,281323,1897
Arkansas,1963,484672,284502,1875
Arkansas,1962,456788,282213,1853
Arkansas,1961,431586,291209,1806
Arkansas,1960,425974,289299,1789
Arizona,2018,1487797,620983,7158
Arizona,2017,1474130,621028,7044
Arizona,2016,1473592,594639,6941
Arizona,2015,1442275,616180,6830
Arizona,2014,1420261,631964,6730
Arizona,2013,1411465,591494,6633
Arizona,2012,1394326,595237,6555
Arizona,2011,1424223,615878,6473
Arizona,2010,1383797,580368,6407
Arizona,2009,1380048,563290,6343
Arizona,2008,1465556,577326,6280
Arizona,2007,1498161,539024,6168
Arizona,2006,1491843,511639,6029
Arizona,2005,1443202,611616,5839
Arizona,2004,1404379,653417,5652
Arizona,2003,1354531,643922,5510
Arizona,2002,1334303,689876,5396
Arizona,2001,1341725,684436,5273
Arizona,2000,1332442,705102,5161
Arizona,1999,1285003,691731,5024
Arizona,1998,1240977,693182,4883
Arizona,1997,1187416,706668,4737
Arizona,1996,1163696,644652,4587
Arizona,1995,1095057,650960,4432
Arizona,1994,1056611,624857,4245
Arizona,1993,1000842,586831,4065
Arizona,1992,985332,632315,3916
Arizona,1991,955235,644029,3789
Arizona,1990,950195,564631,3684
Arizona,1989,943115,450325,3622
Arizona,1988,906415,616440,3535
Arizona,1987,865824,515728,3437
Arizona,1986,852973,536812,3308
Arizona,1985,843102,397320,3184
Arizona,1984,802626,444544,3067
Arizona,1983,758000,429319,2969
Arizona,1982,746494,369985,2890
Arizona,1981,787920,351173,2810
Arizona,1980,754491,363380,2738
Arizona,1979,786480,337892,2636
Arizona,1978,747985,282521,2515
Arizona,1977,738890,322606,2425
Arizona,1976,691884,317800,2346
Arizona,1975,660003,239058,2285
Arizona,1974,676309,228968,2223
Arizona,1973,670117,155841,2124
Arizona,1972,616452,146644,2008
Arizona,1971,554212,107529,1896
Arizona,1970,520401,83347,1792
Arizona,1969,498192,83154,1737
Arizona,1968,456156,83935,1682
Arizona,1967,414501,74733,1646
Arizona,1966,403460,62173,1614
Arizona,1965,375200,53947,1584
Arizona,1964,369663,36786,1556
Arizona,1963,348302,36668,1521
Arizona,1962,324913,35003,1471
Arizona,1961,304835,35506,1407
Arizona,1960,282993,36737,1321
California,2018,7966577,2408212,39462
California,2017,7889216,2540402,39358
California,2016,7825518,2429360,39167
California,2015,7671754,2354170,38918
California,2014,7584907,2386312,38597
California,2013,7650036,2373811,38261
California,2012,7547036,2321081,37949
California,2011,7768808,2640244,37642
California,2010,7760744,2535255,37320
California,2009,7774762,2492003,36961
California,2008,8075199,2520127,36604
California,2007,8260684,2618570,36250
California,2006,8246844,2801050,36021
California,2005,8151625,2808522,35828
California,2004,8216693,2762782,35575
California,2003,7848435,2903195,35253
California,2002,7963237,2925774,34872
California,2001,7918522,2875680,34479
California,2000,7893212,3067344,33988
California,1999,7801837,3103332,33499
California,1998,7806348,3191189,32988
California,1997,7528236,3048656,32486
California,1996,7405338,3134670,32019
California,1995,7295586,3090625,31697
California,1994,7272998,2985941,31484
California,1993,7138305,3205282,31275
California,1992,7307651,3186979,30975
California,1991,7326354,3252353,30471
California,1990,7439349,3278496,29960
California,1989,7420322,3409250,29218
California,1988,7143781,3342016,28464
California,1987,6938481,3424311,27777
California,1986,6501123,3648616,27102
California,1985,6601486,3635369,26441
California,1984,6533180,3587630,25844
California,1983,6092320,3502204,25360
California,1982,6076048,3337623,24820
California,1981,6332210,3071793,24286
California,1980,6540466,2999587,23801
California,1979,6727615,2917314,23257
California,1978,6472695,2957101,22836
California,1977,6361464,2736117,22352
California,1976,6186319,2686499,21936
California,1975,6032841,2790403,21538
California,1974,5816325,2882164,21174
California,1973,6047066,2929685,20869
California,1972,5872008,2951080,20585
California,1971,5747656,3172161,20346
California,1970,5499139,3310500,20007
California,1969,5356783,3464304,19711
California,1968,5115122,3395904,19394
California,1967,4841003,3340273,19176
California,1966,4645217,3167320,18858
California,1965,4385719,3010487,18585
California,1964,4219633,2833855,18151
California,1963,3923736,2845524,17668
California,1962,3724117,2693123,17072
California,1961,3609108,2620632,16497
California,1960,3449919,2631707,15870
Colorado,2018,1513287,3661951,5691
Colorado,2017,1463469,3260010,5612
Colorado,2016,1453288,3075295,5539
Colorado,2015,1490545,3198094,5451
Colorado,2014,1482820,3056893,5350
Colorado,2013,1468233,2829613,5269
Colorado,2012,1441626,2915491,5193
Colorado,2011,1472721,2742791,5122
Colorado,2010,1515540,2556161,5047
Colorado,2009,1465463,2491914,4972
Colorado,2008,1487461,2462253,4890
Colorado,2007,1483846,2358017,4804
Colorado,2006,1451335,2288766,4720
Colorado,2005,1435704,2244539,4632
Colorado,2004,1399562,2191488,4575
Colorado,2003,1372164,2026044,4529
Colorado,2002,1370536,1924325,4490
Colorado,2001,1369868,1734178,4426
Colorado,2000,1268641,1584090,4327
Colorado,1999,1206093,1566496,4226
Colorado,1998,1184704,1550702,4117
Colorado,1997,1138202,1468963,4018
Colorado,1996,1142176,1344432,3920
Colorado,1995,1091928,1336570,3827
Colorado,1994,1065405,1236752,3724
Colorado,1993,1062928,1115078,3614
Colorado,1992,995693,976367,3496
Colorado,1991,994851,919976,3387
Colorado,1990,944300,875376,3308
Colorado,1989,915127,821590,3276
Colorado,1988,899363,787764,3262
Colorado,1987,866161,700886,3260
Colorado,1986,859444,731806,3237
Colorado,1985,869749,797273,3209
Colorado,1984,867718,796835,3170
Colorado,1983,831430,764482,3134
Colorado,1982,833092,854097,3062
Colorado,1981,816310,870202,2978
Colorado,1980,838089,836693,2909
Colorado,1979,856032,826733,2849
Colorado,1978,850245,734611,2767
Colorado,1977,835094,712105,2696
Colorado,1976,818800,642691,2632
Colorado,1975,784438,593241,2586
Colorado,1974,787107,542260,2541
Colorado,1973,801930,509701,2496
Colorado,1972,756325,451251,2405
Colorado,1971,691909,414821,2304
Colorado,1970,677623,405619,2223
Colorado,1969,648877,425758,2166
Colorado,1968,622770,449325,2120
Colorado,1967,555487,453082,2053
Colorado,1966,531922,466893,2007
Colorado,1965,508687,445930,1985
Colorado,1964,498054,432670,1970
Colorado,1963,465929,429285,1936
Colorado,1962,468348,442523,1899
Colorado,1961,461749,478734,1844
Colorado,1960,424556,481990,1769
Connecticut,2018,753011,214741,3572
Connecticut,2017,726346,206071,3573
Connecticut,2016,724427,207585,3578
Connecticut,2015,756548,215320,3587
Connecticut,2014,752241,198354,3595
Connecticut,2013,749002,208511,3595
Connecticut,2012,725868,205869,3595
Connecticut,2011,740999,197429,3588
Connecticut,2010,767314,205432,3579
Connecticut,2009,766459,203748,3562
Connecticut,2008,774596,187663,3546
Connecticut,2007,842121,195905,3527
Connecticut,2006,819793,198812,3517
Connecticut,2005,875720,188134,3507
Connecticut,2004,907099,202659,3496
Connecticut,2003,894333,198795,3484
Connecticut,2002,815224,184091,3459
Connecticut,2001,829135,190925,3433
Connecticut,2000,844551,221252,3412
Connecticut,1999,834267,181746,3386
Connecticut,1998,791157,83210,3365
Connecticut,1997,811129,49401,3349
Connecticut,1996,820989,121439,3337
Connecticut,1995,782296,243139,3324
Connecticut,1994,800069,251155,3316
Connecticut,1993,795996,268117,3309
Connecticut,1992,810197,214533,3301
Connecticut,1991,776710,163251,3303
Connecticut,1990,775895,243985,3292
Connecticut,1989,811311,243075,3283
Connecticut,1988,795470,270312,3272
Connecticut,1987,763522,245290,3247
Connecticut,1986,739743,232990,3224
Connecticut,1985,723070,175409,3201
Connecticut,1984,715073,196037,3180
Connecticut,1983,688418,174555,3162
Connecticut,1982,696739,192310,3139
Connecticut,1981,695795,182655,3129
Connecticut,1980,728226,172842,3113
Connecticut,1979,755692,167591,3096
Connecticut,1978,768737,178065,3092
Connecticut,1977,748110,165981,3086
Connecticut,1976,742109,160076,3083
Connecticut,1975,689513,111827,3082
Connecticut,1974,714126,111459,3074
Connecticut,1973,743064,68780,3068
Connecticut,1972,717611,106643,3069
Connecticut,1971,682588,104379,3061
Connecticut,1970,693930,58859,3041
Connecticut,1969,667657,59867,3000
Connecticut,1968,648770,52598,2964
Connecticut,1967,624114,24128,2935
Connecticut,1966,609289,16243,2903
Connecticut,1965,569505,15500,2857
Connecticut,1964,563507,16703,2798
Connecticut,1963,545224,16253,2727
Connecticut,1962,536644,15937,2647
Connecticut,1961,518130,17076,2586
Connecticut,1960,507999,17406,2544
District of Columbia,2018,174515,1603,702
District of Columbia,2017,166869,1316,695
District of Columbia,2016,174223,1107,686
District of Columbia,2015,178216,824,675
District of Columbia,2014,179278,344,662
District of Columbia,2013,174798,305,651
District of Columbia,2012,172778,285,635
District of Columbia,2011,183642,290,620
District of Columbia,2010,190374,114,605
District of Columbia,2009,186485,49,592
District of Columbia,2008,184104,65,580
District of Columbia,2007,194925,55,574
District of Columbia,2006,186421,52,571
District of Columbia,2005,200935,47,567
District of Columbia,2004,201417,943,568
District of Columbia,2003,193758,926,569
District of Columbia,2002,197752,881,573
District of Columbia,2001,193476,866,575
District of Columbia,2000,198048,1354,572
District of Columbia,1999,191690,1259,570
District of Columbia,1998,186974,1222,565
District of Columbia,1997,191092,1378,568
District of Columbia,1996,193511,1922,572
District of Columbia,1995,196284,1851,581
District of Columbia,1994,193593,1849,589
District of Columbia,1993,198476,1946,595
District of Columbia,1992,191482,1412,598
District of Columbia,1991,191358,1345,601
District of Columbia,1990,185266,1283,605
District of Columbia,1989,180533,2511,624
District of Columbia,1988,174976,2378,630
District of Columbia,1987,174233,2226,637
District of Columbia,1986,174696,3047,638
District of Columbia,1985,165934,3327,635
District of Columbia,1984,167024,3226,633
District of Columbia,1983,162575,2563,632
District of Columbia,1982,163811,3654,634
District of Columbia,1981,149271,2311,637
District of Columbia,1980,153262,2849,638
District of Columbia,1979,152431,210,650
District of Columbia,1978,160278,193,665
District of Columbia,1977,163353,158,677
District of Columbia,1976,164436,146,692
District of Columbia,1975,163161,131,707
District of Columbia,1974,171284,129,718
District of Columbia,1973,193442,114,731
District of Columbia,1972,188830,118,742
District of Columbia,1971,199397,116,750
District of Columbia,1970,205891,113,756
District of Columbia,1969,195629,108,762
District of Columbia,1968,181890,120,778
District of Columbia,1967,182216,112,791
District of Columbia,1966,169525,111,791
District of Columbia,1965,159170,120,797
District of Columbia,1964,132268,138,798
District of Columbia,1963,121016,148,798
District of Columbia,1962,120458,166,788
District of Columbia,1961,118175,163,778
District of Columbia,1960,119871,155,765
Delaware,2018,290283,3384,965
Delaware,2017,270503,3268,957
Delaware,2016,273777,3102,949
Delaware,2015,277857,3517,941
Delaware,2014,274338,4224,932
Delaware,2013,274254,3795,924
Delaware,2012,273665,3581,915
Delaware,2011,272754,4172,907
Delaware,2010,250338,3838,900
Delaware,2009,259458,3577,892
Delaware,2008,291505,2952,884
Delaware,2007,293724,1531,872
Delaware,2006,287816,872,859
Delaware,2005,299825,955,845
Delaware,2004,289192,1435,831
Delaware,2003,303732,1401,818
Delaware,2002,308594,1314,806
Delaware,2001,292032,1325,796
Delaware,2000,305695,2290,786
Delaware,1999,286222,2001,775
Delaware,1998,272892,1936,763
Delaware,1997,274786,2203,751
Delaware,1996,273242,2642,741
Delaware,1995,262936,2476,730
Delaware,1994,261444,2422,718
Delaware,1993,266225,2492,706
Delaware,1992,261314,1784,695
Delaware,1991,255250,1734,683
Delaware,1990,251796,1653,670
Delaware,1989,241618,2516,658
Delaware,1988,234133,2310,648
Delaware,1987,227480,2162,637
Delaware,1986,217072,2765,628
Delaware,1985,214952,3019,618
Delaware,1984,220487,2927,612
Delaware,1983,197917,2224,605
Delaware,1982,186552,3170,599
Delaware,1981,195218,2006,596
Delaware,1980,242340,2472,595
Delaware,1979,244675,8729,595
Delaware,1978,226261,10667,595
Delaware,1977,227666,10161,592
Delaware,1976,229178,9607,590
Delaware,1975,218797,7901,587
Delaware,1974,228887,8466,581
Delaware,1973,246392,8483,578
Delaware,1972,232526,8190,573
Delaware,1971,222353,7673,565
Delaware,1970,219722,7021,551
Delaware,1969,219454,7073,540
Delaware,1968,206901,6594,534
Delaware,1967,187575,5783,525
Delaware,1966,192519,5852,516
Delaware,1965,184269,5577,507
Delaware,1964,173156,5510,497
Delaware,1963,172781,5356,483
Delaware,1962,161918,5134,469
Delaware,1961,150335,5101,461
Delaware,1960,156406,4982,449
Florida,2018,4281336,567450,21244
Florida,2017,4211839,555756,20964
Florida,2016,4227860,542254,20613
Florida,2015,4245922,531702,20209
Florida,2014,4096281,536619,19846
Florida,2013,4058797,524217,19546
Florida,2012,4014682,423461,19298
Florida,2011,4129152,485164,19093
Florida,2010,4277455,503388,18846
Florida,2009,4115274,522490,18653
Florida,2008,4264866,544962,18527
Florida,2007,4417304,513136,18368
Florida,2006,4472497,531971,18167
Florida,2005,4419873,503061,17842
Florida,2004,4347431,526487,17415
Florida,2003,4195568,534991,17004
Florida,2002,4177962,552372,16689
Florida,2001,4060590,521391,16357
Florida,2000,4076021,567461,16048
Florida,1999,3922071,570519,15759
Florida,1998,3859240,574887,15487
Florida,1997,3726429,518076,15186
Florida,1996,3700616,553109,14853
Florida,1995,3615070,564446,14538
Florida,1994,3467466,540526,14239
Florida,1993,3346956,532995,13927
Florida,1992,3316472,536395,13651
Florida,1991,3249677,463646,13370
Florida,1990,3289151,473948,13033
Florida,1989,3248530,509630,12638
Florida,1988,3042056,450315,12306
Florida,1987,2870556,366660,11997
Florida,1986,2781956,420831,11668
Florida,1985,2698976,446518,11351
Florida,1984,2551260,477698,11040
Florida,1983,2457345,401142,10750
Florida,1982,2402137,508014,10471
Florida,1981,2482043,499530,10193
Florida,1980,2511917,590726,9840
Florida,1979,2422499,588408,9426
Florida,1978,2327322,592381,9102
Florida,1977,2217478,589490,8856
Florida,1976,2062020,475202,8667
Florida,1975,1939837,444876,8518
Florida,1974,1929045,396495,8299
Florida,1973,1995319,336589,7914
Florida,1972,1804006,172552,7511
Florida,1971,1674133,82200,7158
Florida,1970,1577450,68429,6848
Florida,1969,1453793,61596,6641
Florida,1968,1349462,58251,6433
Florida,1967,1223737,53811,6242
Florida,1966,1180231,53481,6104
Florida,1965,1111530,48552,5954
Florida,1964,1049548,42666,5781
Florida,1963,994376,41351,5628
Florida,1962,949391,38296,5458
Florida,1961,848703,36626,5243
Florida,1960,809559,37861,5004
Georgia,2018,2876097,647811,10511
Georgia,2017,2803198,626912,10410
Georgia,2016,2830718,644044,10302
Georgia,2015,2855971,625580,10178
Georgia,2014,2860379,609857,10067
Georgia,2013,2792062,593110,9972
Georgia,2012,2777268,564308,9901
Georgia,2011,2994489,559914,9802
Georgia,2010,3110900,571821,9712
Georgia,2009,2913907,526742,9621
Georgia,2008,2946556,505753,9505
Georgia,2007,3078377,542697,9350
Georgia,2006,3087832,541711,9156
Georgia,2005,3110770,545522,8926
Georgia,2004,3097207,578811,8769
Georgia,2003,2956845,568266,8623
Georgia,2002,2936048,608531,8508
Georgia,2001,2818754,543799,8377
Georgia,2000,2920927,560846,8227
Georgia,1999,2803980,560061,8046
Georgia,1998,2783048,585785,7864
Georgia,1997,2744915,581648,7685
Georgia,1996,2767321,571162,7501
Georgia,1995,2607461,571269,7328
Georgia,1994,2423951,543173,7157
Georgia,1993,2403875,526056,6978
Georgia,1992,2250674,527634,6817
Georgia,1991,2205009,499665,6653
Georgia,1990,2216212,497899,6513
Georgia,1989,2219565,482467,6411
Georgia,1988,2138263,299310,6316
Georgia,1987,2049054,305371,6208
Georgia,1986,1953661,218287,6085
Georgia,1985,1931022,253809,5963
Georgia,1984,1875180,218782,5835
Georgia,1983,1749229,235880,5728
Georgia,1982,1679709,217014,5650
Georgia,1981,1694324,202508,5568
Georgia,1980,1717235,236053,5486
Georgia,1979,1729589,205226,5401
Georgia,1978,1683045,187805,5296
Georgia,1977,1628700,181782,5220
Georgia,1976,1552528,185494,5133
Georgia,1975,1489772,159348,5064
Georgia,1974,1495568,122068,4999
Georgia,1973,1555110,125605,4910
Georgia,1972,1435584,114745,4809
Georgia,1971,1348865,109007,4712
Georgia,1970,1280820,98222,4607
Georgia,1969,1228189,105812,4551
Georgia,1968,1154038,106371,4482
Georgia,1967,1062811,109475,4408
Georgia,1966,997589,109456,4379
Georgia,1965,917174,108022,4332
Georgia,1964,857040,118296,4258
Georgia,1963,802968,103171,4172
Georgia,1962,764902,96771,4086
Georgia,1961,705734,94691,4015
Georgia,1960,701005,96116,3956
Hawaii,2018,292895,26268,1421
Hawaii,2017,284004,26922,1424
Hawaii,2016,283215,27598,1428
Hawaii,2015,282848,24963,1422
Hawaii,2014,279324,24428,1415
Hawaii,2013,278471,22742,1408
Hawaii,2012,277993,18206,1395
Hawaii,2011,285580,16647,1379
Hawaii,2010,277125,15253,1364
Hawaii,2009,275905,15815,1347
Hawaii,2008,276640,15921,1332
Hawaii,2007,337822,15035,1316
Hawaii,2006,327285,14001,1310
Hawaii,2005,324736,12937,1293
Hawaii,2004,314719,13769,1274
Hawaii,2003,300914,13310,1251
Hawaii,2002,284662,10452,1240
Hawaii,2001,270121,12389,1226
Hawaii,2000,273307,20386,1214
Hawaii,1999,269352,21767,1210
Hawaii,1998,273387,21657,1215
Hawaii,1997,273483,22502,1212
Hawaii,1996,283060,24088,1204
Hawaii,1995,296774,24608,1197
Hawaii,1994,299033,25405,1188
Hawaii,1993,282651,27829,1173
Hawaii,1992,306030,26800,1159
Hawaii,1991,295150,27516,1137
Hawaii,1990,321420,27937,1113
Hawaii,1989,309767,28875,1095
Hawaii,1988,289691,20427,1080
Hawaii,1987,249461,18834,1068
Hawaii,1986,245329,17315,1052
Hawaii,1985,248554,15307,1040
Hawaii,1984,232426,15372,1028
Hawaii,1983,221150,14920,1013
Hawaii,1982,218095,13379,994
Hawaii,1981,236718,13571,978
Hawaii,1980,262347,12808,968
Hawaii,1979,256604,1258,953
Hawaii,1978,236970,1143,932
Hawaii,1977,233334,1355,918
Hawaii,1976,220042,1663,904
Hawaii,1975,214378,1498,886
Hawaii,1974,212103,1550,868
Hawaii,1973,224312,1528,852
Hawaii,1972,218057,1491,828
Hawaii,1971,211673,1283,802
Hawaii,1970,196947,1559,774
Hawaii,1969,190862,1773,750
Hawaii,1968,182799,1657,734
Hawaii,1967,163865,1389,723
Hawaii,1966,145474,1309,710
Hawaii,1965,130560,1265,704
Hawaii,1964,123433,1429,700
Hawaii,1963,114265,446,682
Hawaii,1962,108286,214,684
Hawaii,1961,113754,258,659
Hawaii,1960,94839,292,642
Iowa,2018,1616099,887908,3149
Iowa,2017,1559394,871992,3142
Iowa,2016,1527135,843054,3131
Iowa,2015,1497298,802350,3121
Iowa,2014,1544671,784324,3109
Iowa,2013,1521719,760316,3093
Iowa,2012,1431310,702352,3076
Iowa,2011,1500596,711966,3066
Iowa,2010,1501470,680753,3051
Iowa,2009,1448520,596764,3033
Iowa,2008,1441782,468545,3017
Iowa,2007,1378607,389967,2999
Iowa,2006,1303064,324353,2983
Iowa,2005,1278343,262511,2964
Iowa,2004,1247170,225734,2954
Iowa,2003,1192800,176671,2942
Iowa,2002,1197177,161701,2934
Iowa,2001,1167632,145848,2932
Iowa,2000,1196132,155811,2929
Iowa,1999,1199640,152225,2918
Iowa,1998,1148873,147502,2903
Iowa,1997,1139792,153720,2891
Iowa,1996,1152715,160933,2880
Iowa,1995,1109452,152311,2867
Iowa,1994,1071230,157845,2851
Iowa,1993,1039918,143683,2837
Iowa,1992,976972,141569,2818
Iowa,1991,985354,142166,2798
Iowa,1990,949264,128088,2781
Iowa,1989,940800,133346,2771
Iowa,1988,978710,163135,2768
Iowa,1987,906930,154433,2767
Iowa,1986,901983,148713,2792
Iowa,1985,897904,110943,2830
Iowa,1984,936824,117185,2859
Iowa,1983,953082,105350,2871
Iowa,1982,969162,102947,2888
Iowa,1981,968674,104262,2908
Iowa,1980,983303,96795,2914
Iowa,1979,1038993,62098,2916
Iowa,1978,962094,41336,2918
Iowa,1977,979936,58106,2914
Iowa,1976,979113,54929,2903
Iowa,1975,942050,54089,2881
Iowa,1974,949664,43130,2868
Iowa,1973,962794,27988,2864
Iowa,1972,904472,34811,2860
Iowa,1971,862483,35516,2852
Iowa,1970,850609,36465,2832
Iowa,1969,821912,33900,2805
Iowa,1968,781902,34337,2803
Iowa,1967,747574,32480,2793
Iowa,1966,698683,36164,2762
Iowa,1965,696730,36702,2742
Iowa,1964,669473,32894,2746
Iowa,1963,644262,38456,2747
Iowa,1962,626526,38919,2750
Iowa,1961,600070,34859,2756
Iowa,1960,601996,37943,2756
Idaho,2018,553286,179485,1751
Idaho,2017,553515,175726,1718
Idaho,2016,538006,156918,1682
Idaho,2015,537059,153695,1651
Idaho,2014,521358,155423,1631
Idaho,2013,527992,139240,1611
Idaho,2012,511640,155318,1595
Idaho,2011,518348,177643,1584
Idaho,2010,519060,133288,1571
Idaho,2009,502530,134502,1554
Idaho,2008,537298,133541,1534
Idaho,2007,541391,125621,1505
Idaho,2006,526509,146507,1469
Idaho,2005,514313,121084,1428
Idaho,2004,503534,112379,1392
Idaho,2003,471951,109553,1363
Idaho,2002,498672,113779,1340
Idaho,2001,503420,105045,1320
Idaho,2000,544380,141448,1299
Idaho,1999,533205,167747,1276
Idaho,1998,507513,160202,1252
Idaho,1997,504019,179342,1229
Idaho,1996,501273,164235,1203
Idaho,1995,466129,139907,1177
Idaho,1994,452508,106699,1145
Idaho,1993,437169,126225,1109
Idaho,1992,422133,95133,1072
Idaho,1991,417097,116020,1041
Idaho,1990,409001,119510,1012
Idaho,1989,399732,124650,994
Idaho,1988,365706,87512,986
Idaho,1987,345498,101722,985
Idaho,1986,342134,146627,990
Idaho,1985,354814,132508,994
Idaho,1984,346809,156347,991
Idaho,1983,345649,152250,982
Idaho,1982,350310,137242,974
